Date,Close,High,Low,Open,Volume
,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
2025-01-01,3353.504150390625,3366.531494140625,3310.255859375,3332.406494140625,14195410493
2025-01-02,3451.392578125,3493.4482421875,3348.35205078125,3353.412109375,22243574698
2025-01-03,3605.009765625,3627.0556640625,3421.83154296875,3451.680908203125,21877299255
2025-01-04,3657.706787109375,3669.19677734375,3574.326904296875,3605.20068359375,16060610759
2025-01-05,3634.103759765625,3673.81298828125,3594.616943359375,3657.7431640625,12830306908
2025-01-06,3688.611328125,3743.941650390625,3611.21435546875,3634.11376953125,23973574043
2025-01-07,3381.577392578125,3701.10693359375,3358.08984375,3688.34130859375,32235312545
2025-01-08,3326.329345703125,3413.682861328125,3209.214599609375,3381.615478515625,34337730882
2025-01-09,3219.4306640625,3355.8623046875,3159.384033203125,3326.359619140625,28815726276
2025-01-10,3267.489990234375,3320.50048828125,3196.1103515625,3219.49658203125,26503845190
2025-01-11,3282.2177734375,3317.654296875,3219.69873046875,3267.5224609375,11772144561
2025-01-12,3265.951171875,3298.018310546875,3224.510498046875,3282.150390625,11647743556
2025-01-13,3135.499755859375,3335.193603515625,2920.5927734375,3266.095458984375,39911742769
2025-01-14,3223.6845703125,3254.75146484375,3126.805908203125,3135.670166015625,22847737224
2025-01-15,3450.53759765625,3473.1015625,3186.139892578125,3223.6845703125,25991614661
2025-01-16,3308.34521484375,3458.1806640625,3265.67578125,3450.30517578125,26395516475
2025-01-17,3474.107177734375,3525.54345703125,3307.31103515625,3308.191162109375,28200207229
2025-01-18,3305.78955078125,3493.06005859375,3228.333740234375,3473.563720703125,32420094038
2025-01-19,3208.96435546875,3444.20654296875,3127.623046875,3305.39794921875,57242875399
2025-01-20,3278.035400390625,3444.28271484375,3147.52294921875,3208.933837890625,52383187336
2025-01-21,3327.40625,3365.778076171875,3202.49267578125,3278.43603515625,32804001146
2025-01-22,3240.224609375,3364.74609375,3223.385986328125,3327.2373046875,22171220981
2025-01-23,3334.714111328125,3346.732421875,3184.06689453125,3240.475341796875,32419520084
2025-01-24,3309.554931640625,3424.89990234375,3277.3232421875,3334.808349609375,25578325671
2025-01-25,3317.26953125,3349.29833984375,3270.273193359375,3309.711669921875,13744316078
2025-01-26,3236.13427734375,3359.3125,3233.922119140625,3317.29150390625,14471528757
2025-01-27,3178.92041015625,3250.396484375,3024.091552734375,3235.855224609375,39412486482
2025-01-28,3077.112548828125,3222.7373046875,3040.09228515625,3179.0869140625,20718206194
2025-01-29,3112.9990234375,3177.98046875,3055.181640625,3076.380126953125,22727786058
2025-01-30,3247.780029296875,3282.986328125,3093.123779296875,3113.289794921875,19958405782
2025-01-31,3298.26513671875,3437.569091796875,3214.935546875,3247.8671875,30128115902
2025-02-01,3118.32861328125,3329.6552734375,3103.9189453125,3298.822265625,19917507079
2025-02-02,2868.69287109375,3161.894287109375,2755.474609375,3118.611572265625,42060930305
2025-02-03,2884.566650390625,2919.477294921875,2159.280517578125,2868.07861328125,92453553253
