Date,Close,High,Low,Open,Volume
,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
2025-01-01,94419.7578125,94929.8671875,92788.125,93425.1015625,24519888919
2025-01-02,96886.875,97739.8203125,94201.5703125,94416.2890625,46009564411
2025-01-03,98107.4296875,98956.9140625,96034.6171875,96881.7265625,35611391163
2025-01-04,98236.2265625,98734.4296875,97562.9765625,98106.9921875,22342608078
2025-01-05,98314.9609375,98813.3046875,97291.765625,98233.90625,20525254825
2025-01-06,102078.0859375,102482.875,97926.1484375,98314.953125,51823432705
2025-01-07,96922.703125,102712.484375,96132.875,102248.8515625,58685738547
2025-01-08,95043.5234375,97258.3203125,92525.84375,96924.1640625,63875859171
2025-01-09,92484.0390625,95349.71875,91220.84375,95043.484375,62777261693
2025-01-10,94701.453125,95770.609375,92250.09375,92494.4921875,62058693684
2025-01-11,94566.59375,94977.6875,93840.046875,94700.8359375,18860894100
2025-01-12,94488.4375,95367.5390625,93712.5078125,94565.7265625,20885130965
2025-01-13,94516.5234375,95837.0,89260.1015625,94488.890625,72978998252
2025-01-14,96534.046875,97352.6640625,94322.15625,94519.0078125,53769675818
2025-01-15,100504.4921875,100697.234375,96501.640625,96534.046875,57805923627
2025-01-16,99756.90625,100781.5859375,97364.4453125,100505.296875,54103781805
2025-01-17,104462.0390625,105884.2265625,99948.90625,100025.765625,71888972663
2025-01-18,104408.0703125,104913.203125,102226.6171875,104124.953125,50445655726
2025-01-19,101089.609375,106299.796875,99570.53125,104411.2890625,76789928525
2025-01-20,102016.6640625,109114.8828125,99471.359375,101083.75,126279678351
2025-01-21,106146.265625,107180.921875,100103.953125,102052.578125,88733878242
2025-01-22,103653.0703125,106294.34375,103360.265625,106136.3828125,53878181052
2025-01-23,103960.171875,106820.328125,101257.8046875,103657.671875,104104515428
2025-01-24,104819.484375,107098.546875,102772.125,103965.671875,52388229265
2025-01-25,104714.6484375,105243.7890625,104120.375,104824.03125,23888996502
2025-01-26,102682.5,105438.6484375,102507.7109375,104713.2109375,22543395879
2025-01-27,102087.6875,103214.109375,97795.9375,102680.3046875,89006608428
2025-01-28,101332.4765625,103730.8203125,100238.1875,102095.4140625,47180685494
2025-01-29,103703.2109375,104750.8046875,101283.8203125,101317.5234375,47432049818
2025-01-30,104735.3046875,106418.765625,103321.6484375,103709.3359375,41915744521
2025-01-31,102405.0234375,106026.3515625,101543.8828125,104737.5625,45732764360
2025-02-01,100655.90625,102755.7265625,100297.7109375,102402.796875,27757944848
2025-02-02,97688.9765625,101430.6640625,96216.078125,100661.5390625,63091816853
2025-02-03,101405.421875,102514.171875,91242.890625,97681.1015625,115400897748
2025-02-04,97871.8203125,101745.6171875,96208.109375,101398.71875,73002130211
2025-02-05,96615.4453125,99113.2109375,96174.828125,97878.0078125,49125911241
